review_id,product_name,review_text,rating,review_date
4321,Samsung Galaxy Tab,Okay for daily use,3,2023-06-24
4322,Apple iPad,Very fast and user friendly,4,2023-07-12
4323,Samsung Galaxy Tab,Excellent performance and smooth display,4,2023-09-01
4324,OnePlus Pad,Battery life is amazing and lasts long,4,2023-09-03
4325,Apple iPad,Superb design and build quality,4,2023-06-21
4326,Samsung Galaxy Tab,Great value for money,5,2023-08-20
4327,OnePlus Pad,Average product,3,2023-09-30
4328,OnePlus Pad,Not worth the price,2,2023-06-17
4329,OnePlus Pad,Okay for daily use,3,2023-10-24
4330,Apple iPad,Terrible customer experience,1,2023-08-24
4331,OnePlus Pad,Poor performance and lagging,1,2023-02-11
4332,Apple iPad,Poor performance and lagging,2,2023-05-23
4333,OnePlus Pad,Okay for daily use,3,2023-09-18
4334,Samsung Galaxy Tab,Great value for money,4,2023-07-30
4335,OnePlus Pad,Good but needs improvement,3,2023-08-25
4336,OnePlus Pad,Excellent performance and smooth display,4,2023-05-29
4337,OnePlus Pad,Battery life is amazing and lasts long,4,2023-11-23
4338,Samsung Galaxy Tab,Stopped working after few days,1,2023-06-22
4339,Apple iPad,Terrible customer experience,2,2023-07-13
4340,Apple iPad,Average product,3,2023-07-17
4341,Apple iPad,Heating issues while using,2,2023-03-11
4342,Apple iPad,Not bad but not great,3,2023-03-26
4343,Apple iPad,Highly recommend this tablet,5,2023-08-17
4344,Samsung Galaxy Tab,Highly recommend this tablet,5,2023-09-29
4345,OnePlus Pad,Stopped working after few days,1,2023-12-17
4346,Apple iPad,Terrible customer experience,2,2023-02-05
4347,Apple iPad,Highly recommend this tablet,4,2023-06-29
4348,Samsung Galaxy Tab,Stopped working after few days,2,2023-08-14
4349,OnePlus Pad,Decent features for price,3,2023-04-25
4350,Apple iPad,Okay for daily use,3,2023-08-10
4351,Samsung Galaxy Tab,Performance is acceptable,3,2023-04-05
4352,OnePlus Pad,Highly recommend this tablet,5,2023-05-13
4353,Apple iPad,Stopped working after few days,2,2023-07-25
4354,Samsung Galaxy Tab,Very fast and user friendly,4,2023-10-19
4355,OnePlus Pad,Decent features for price,3,2023-11-15
4356,OnePlus Pad,Stopped working after few days,1,2023-09-18
4357,OnePlus Pad,Good but needs improvement,3,2023-08-01
4358,Apple iPad,Not worth the price,1,2023-06-10
4359,Samsung Galaxy Tab,Great value for money,4,2023-09-25
4360,OnePlus Pad,Very bad battery life,2,2023-12-13
4361,Samsung Galaxy Tab,Poor performance and lagging,2,2023-12-15
4362,OnePlus Pad,Stopped working after few days,1,2023-11-16
4363,Samsung Galaxy Tab,Great value for money,5,2023-11-12
4364,Samsung Galaxy Tab,Stopped working after few days,2,2023-03-08
4365,Samsung Galaxy Tab,Excellent performance and smooth display,5,2023-03-26
4366,Samsung Galaxy Tab,Excellent performance and smooth display,5,2023-02-18
4367,Samsung Galaxy Tab,Terrible customer experience,2,2023-10-09
4368,Samsung Galaxy Tab,Superb design and build quality,5,2023-11-04
4369,Apple iPad,Superb design and build quality,4,2023-06-19
4370,Apple iPad,Not worth the price,2,2023-10-11
4371,Samsung Galaxy Tab,Average product,3,2023-06-27
4372,Samsung Galaxy Tab,Good but needs improvement,3,2023-07-21
4373,Samsung Galaxy Tab,Highly recommend this tablet,4,2023-12-08
4374,OnePlus Pad,Poor performance and lagging,2,2023-05-11
4375,Apple iPad,Decent features for price,3,2023-02-05
4376,Samsung Galaxy Tab,Excellent performance and smooth display,4,2023-10-25
4377,Samsung Galaxy Tab,Decent features for price,3,2023-01-10
4378,Apple iPad,Decent features for price,3,2023-01-09
4379,OnePlus Pad,Average product,3,2023-12-19
4380,OnePlus Pad,Great value for money,4,2023-09-07
4381,OnePlus Pad,Performance is acceptable,3,2023-06-07
4382,OnePlus Pad,Superb design and build quality,4,2023-10-31
4383,Samsung Galaxy Tab,Highly recommend this tablet,4,2023-10-12
4384,Apple iPad,Performance is acceptable,3,2023-03-01
4385,Apple iPad,Very bad battery life,2,2023-03-31
4386,Samsung Galaxy Tab,Not worth the price,2,2023-09-07
4387,Samsung Galaxy Tab,Okay for daily use,3,2023-01-04
4388,Apple iPad,Heating issues while using,1,2023-08-04
4389,OnePlus Pad,Heating issues while using,2,2023-05-21
4390,Apple iPad,Heating issues while using,1,2023-09-06
4391,OnePlus Pad,Great value for money,4,2023-04-24
4392,OnePlus Pad,Good but needs improvement,3,2023-10-30
4393,Apple iPad,Good but needs improvement,3,2023-04-27
4394,Samsung Galaxy Tab,Not worth the price,2,2023-03-23
4395,Apple iPad,Battery life is amazing and lasts long,4,2023-07-07
4396,Samsung Galaxy Tab,Very fast and user friendly,4,2023-05-16
4397,Samsung Galaxy Tab,Terrible customer experience,1,2023-04-22
4398,OnePlus Pad,Great value for money,4,2023-06-02
4399,Apple iPad,Battery life is amazing and lasts long,4,2023-04-30
4400,OnePlus Pad,Good but needs improvement,3,2023-06-19
4401,Samsung Galaxy Tab,Not bad but not great,3,2023-08-13
4402,Samsung Galaxy Tab,Great value for money,4,2023-06-10
4403,Apple iPad,Performance is acceptable,3,2023-09-01
4404,OnePlus Pad,Good but needs improvement,3,2023-03-26
4405,Samsung Galaxy Tab,Decent features for price,3,2023-11-29
4406,OnePlus Pad,Poor performance and lagging,1,2023-07-31
4407,Samsung Galaxy Tab,Very fast and user friendly,4,2023-01-12
4408,OnePlus Pad,Not worth the price,1,2023-03-09
4409,Apple iPad,Excellent performance and smooth display,4,2023-01-14
4410,Samsung Galaxy Tab,Good but needs improvement,3,2023-09-27
4411,Samsung Galaxy Tab,Superb design and build quality,5,2023-12-19
4412,Apple iPad,Heating issues while using,1,2023-04-20
4413,OnePlus Pad,Decent features for price,3,2023-04-08
4414,Apple iPad,Okay for daily use,3,2023-09-07
4415,OnePlus Pad,Not bad but not great,3,2023-02-07
4416,Samsung Galaxy Tab,Average product,3,2023-01-20
4417,OnePlus Pad,Performance is acceptable,3,2023-09-19
4418,Apple iPad,Superb design and build quality,4,2023-04-20
4419,Samsung Galaxy Tab,Very fast and user friendly,4,2023-08-14
4420,Apple iPad,Not worth the price,2,2023-06-14
4421,OnePlus Pad,Good but needs improvement,3,2023-10-30
4422,Samsung Galaxy Tab,Good but needs improvement,3,2023-04-18
4423,Apple iPad,Average product,3,2023-06-15
4424,OnePlus Pad,Not bad but not great,3,2023-11-12
4425,Samsung Galaxy Tab,Good but needs improvement,3,2023-11-22
4426,Apple iPad,Superb design and build quality,5,2023-07-12
4427,Apple iPad,Highly recommend this tablet,5,2023-09-04
4428,OnePlus Pad,Heating issues while using,1,2023-04-28
4429,Samsung Galaxy Tab,Great value for money,4,2023-08-09
4430,Apple iPad,Decent features for price,3,2023-10-07
4431,OnePlus Pad,Very bad battery life,1,2023-05-21
4432,OnePlus Pad,Not bad but not great,3,2023-07-21
4433,OnePlus Pad,Good but needs improvement,3,2023-05-19
4434,Apple iPad,Highly recommend this tablet,5,2023-11-08
4435,OnePlus Pad,Good but needs improvement,3,2023-12-10
4436,Samsung Galaxy Tab,Poor performance and lagging,2,2023-10-05
4437,Apple iPad,Decent features for price,3,2023-09-20
4438,OnePlus Pad,Performance is acceptable,3,2023-06-09
4439,Apple iPad,Not bad but not great,3,2023-03-22
4440,Samsung Galaxy Tab,Terrible customer experience,1,2023-08-16
4441,Apple iPad,Not bad but not great,3,2023-07-30
4442,OnePlus Pad,Not bad but not great,3,2023-03-13
4443,Apple iPad,Great value for money,4,2023-01-29
4444,OnePlus Pad,Excellent performance and smooth display,5,2023-02-07
4445,Apple iPad,Great value for money,4,2023-01-10
4446,OnePlus Pad,Good but needs improvement,3,2023-01-23
4447,OnePlus Pad,Highly recommend this tablet,5,2023-08-07
4448,Apple iPad,Excellent performance and smooth display,5,2023-10-02
4449,Apple iPad,Great value for money,5,2023-03-15
4450,Apple iPad,Okay for daily use,3,2023-10-31
4451,OnePlus Pad,Excellent performance and smooth display,5,2023-02-03
4452,Samsung Galaxy Tab,Decent features for price,3,2023-06-10
4453,Samsung Galaxy Tab,Not worth the price,2,2023-02-17
4454,Apple iPad,Not worth the price,2,2023-08-13
4455,OnePlus Pad,Highly recommend this tablet,5,2023-07-23
4456,Apple iPad,Stopped working after few days,1,2023-03-01
4457,OnePlus Pad,Okay for daily use,3,2023-01-24
4458,Apple iPad,Average product,3,2023-11-13
4459,OnePlus Pad,Heating issues while using,2,2023-07-03
4460,OnePlus Pad,Poor performance and lagging,1,2023-05-09
4461,OnePlus Pad,Superb design and build quality,4,2023-11-24
4462,Apple iPad,Stopped working after few days,1,2023-03-01
4463,Apple iPad,Decent features for price,3,2023-11-15
4464,Samsung Galaxy Tab,Very bad battery life,2,2023-02-04
4465,Samsung Galaxy Tab,Superb design and build quality,4,2023-01-25
4466,Samsung Galaxy Tab,Okay for daily use,3,2023-04-26
4467,OnePlus Pad,Very fast and user friendly,5,2023-06-28
4468,Samsung Galaxy Tab,Very fast and user friendly,4,2023-01-24
4469,Apple iPad,Superb design and build quality,5,2023-01-01
4470,OnePlus Pad,Performance is acceptable,3,2023-05-25
4471,OnePlus Pad,Excellent performance and smooth display,5,2023-08-05
4472,OnePlus Pad,Battery life is amazing and lasts long,5,2023-12-22
4473,OnePlus Pad,Very bad battery life,1,2023-01-23
4474,Apple iPad,Excellent performance and smooth display,4,2023-11-05
4475,Apple iPad,Great value for money,4,2023-03-03
4476,OnePlus Pad,Superb design and build quality,4,2023-08-01
4477,Samsung Galaxy Tab,Highly recommend this tablet,4,2023-12-13
4478,Apple iPad,Decent features for price,3,2023-11-21
4479,Apple iPad,Stopped working after few days,1,2023-06-02
4480,OnePlus Pad,Great value for money,4,2023-08-02
4481,Samsung Galaxy Tab,Decent features for price,3,2023-01-25
4482,Samsung Galaxy Tab,Very bad battery life,1,2023-10-09
4483,Apple iPad,Very fast and user friendly,4,2023-03-28
4484,OnePlus Pad,Heating issues while using,2,2023-03-06
4485,Apple iPad,Heating issues while using,2,2023-11-15
4486,Apple iPad,Heating issues while using,1,2023-11-16
4487,Apple iPad,Not bad but not great,3,2023-01-26
4488,Samsung Galaxy Tab,Battery life is amazing and lasts long,4,2023-05-03
4489,Samsung Galaxy Tab,Decent features for price,3,2023-01-03
4490,Samsung Galaxy Tab,Terrible customer experience,1,2023-07-24
4491,OnePlus Pad,Highly recommend this tablet,5,2023-01-06
4492,Samsung Galaxy Tab,Superb design and build quality,5,2023-09-14
4493,Samsung Galaxy Tab,Stopped working after few days,2,2023-01-27
4494,OnePlus Pad,Good but needs improvement,3,2023-11-11
4495,OnePlus Pad,Not bad but not great,3,2023-06-23
4496,Apple iPad,Superb design and build quality,5,2023-03-19
4497,OnePlus Pad,Battery life is amazing and lasts long,4,2023-04-18
4498,OnePlus Pad,Not worth the price,2,2023-05-02
4499,OnePlus Pad,Highly recommend this tablet,5,2023-04-01
4500,Apple iPad,Performance is acceptable,3,2023-09-19
4501,Samsung Galaxy Tab,Poor performance and lagging,1,2023-07-21
4502,OnePlus Pad,Average product,3,2023-08-04
4503,OnePlus Pad,Terrible customer experience,2,2023-10-15
4504,Apple iPad,Excellent performance and smooth display,5,2023-01-06
4505,Samsung Galaxy Tab,Not worth the price,2,2023-04-13
4506,OnePlus Pad,Highly recommend this tablet,4,2023-05-18
4507,Samsung Galaxy Tab,Okay for daily use,3,2023-10-23
4508,OnePlus Pad,Great value for money,5,2023-02-28
4509,OnePlus Pad,Performance is acceptable,3,2023-04-09
4510,Apple iPad,Great value for money,4,2023-05-01
4511,Apple iPad,Poor performance and lagging,2,2023-09-12
4512,Apple iPad,Not worth the price,2,2023-10-07
4513,Apple iPad,Very fast and user friendly,5,2023-09-16
4514,Apple iPad,Terrible customer experience,1,2023-10-12
4515,Samsung Galaxy Tab,Okay for daily use,3,2023-08-17
4516,Samsung Galaxy Tab,Stopped working after few days,2,2023-07-01
4517,Samsung Galaxy Tab,Decent features for price,3,2023-09-22
4518,Apple iPad,Terrible customer experience,2,2023-02-07
4519,Apple iPad,Superb design and build quality,4,2023-04-08
4520,Apple iPad,Battery life is amazing and lasts long,5,2023-05-11
4521,OnePlus Pad,Great value for money,5,2023-11-22
4522,Samsung Galaxy Tab,Very fast and user friendly,5,2023-12-28
4523,OnePlus Pad,Terrible customer experience,1,2023-11-23
4524,Samsung Galaxy Tab,Decent features for price,3,2023-11-16
4525,OnePlus Pad,Very bad battery life,1,2023-09-07
4526,Apple iPad,Battery life is amazing and lasts long,5,2023-05-27
4527,Apple iPad,Stopped working after few days,1,2023-05-17
4528,Samsung Galaxy Tab,Highly recommend this tablet,5,2023-06-15
4529,Apple iPad,Highly recommend this tablet,5,2023-03-04
4530,Samsung Galaxy Tab,Not worth the price,2,2023-11-13
4531,Apple iPad,Very bad battery life,2,2023-10-13
4532,Apple iPad,Poor performance and lagging,1,2023-03-17
4533,Apple iPad,Okay for daily use,3,2023-03-20
4534,OnePlus Pad,Heating issues while using,1,2023-08-29
4535,Apple iPad,Heating issues while using,2,2023-12-29
4536,OnePlus Pad,Stopped working after few days,2,2023-03-27
4537,Apple iPad,Terrible customer experience,1,2023-11-19
4538,OnePlus Pad,Not worth the price,1,2023-07-21
4539,OnePlus Pad,Good but needs improvement,3,2023-02-09
4540,Apple iPad,Great value for money,5,2023-08-10
4541,OnePlus Pad,Very bad battery life,2,2023-03-10
4542,Apple iPad,Decent features for price,3,2023-08-09
4543,OnePlus Pad,Decent features for price,3,2023-06-02
4544,OnePlus Pad,Not worth the price,1,2023-10-04
4545,OnePlus Pad,Average product,3,2023-04-04
4546,Apple iPad,Highly recommend this tablet,5,2023-01-03
4547,Samsung Galaxy Tab,Highly recommend this tablet,4,2023-03-26
4548,Samsung Galaxy Tab,Stopped working after few days,1,2023-06-19
4549,Apple iPad,Poor performance and lagging,1,2023-02-01
4550,OnePlus Pad,Decent features for price,3,2023-10-05
4551,Apple iPad,Highly recommend this tablet,5,2023-08-04
4552,OnePlus Pad,Battery life is amazing and lasts long,5,2023-02-11
4553,OnePlus Pad,Excellent performance and smooth display,5,2023-07-11
4554,Apple iPad,Very bad battery life,1,2023-05-16
4555,Samsung Galaxy Tab,Performance is acceptable,3,2023-10-09
4556,Samsung Galaxy Tab,Superb design and build quality,4,2023-03-14
4557,Apple iPad,Excellent performance and smooth display,5,2023-01-21
4558,Samsung Galaxy Tab,Heating issues while using,2,2023-07-22
4559,Samsung Galaxy Tab,Superb design and build quality,4,2023-12-19
4560,OnePlus Pad,Okay for daily use,3,2023-11-13
4561,Apple iPad,Terrible customer experience,1,2023-02-10
4562,Apple iPad,Excellent performance and smooth display,4,2023-12-12
4563,OnePlus Pad,Highly recommend this tablet,4,2023-11-08
4564,Samsung Galaxy Tab,Excellent performance and smooth display,4,2023-02-12
4565,Samsung Galaxy Tab,Highly recommend this tablet,4,2023-10-02
4566,Samsung Galaxy Tab,Battery life is amazing and lasts long,4,2023-10-09
4567,OnePlus Pad,Terrible customer experience,1,2023-10-15
4568,Apple iPad,Superb design and build quality,5,2023-08-31
4569,Samsung Galaxy Tab,Poor performance and lagging,1,2023-03-10
4570,Samsung Galaxy Tab,Average product,3,2023-09-05
4571,Apple iPad,Stopped working after few days,2,2023-11-14
4572,Samsung Galaxy Tab,Heating issues while using,2,2023-04-22
4573,OnePlus Pad,Superb design and build quality,5,2023-06-08
4574,Samsung Galaxy Tab,Not worth the price,2,2023-04-15
4575,Samsung Galaxy Tab,Not worth the price,2,2023-12-31
4576,Apple iPad,Heating issues while using,1,2023-07-09
4577,Apple iPad,Very fast and user friendly,4,2023-08-03
4578,Apple iPad,Very fast and user friendly,5,2023-09-28
4579,Apple iPad,Highly recommend this tablet,4,2023-09-12
4580,Samsung Galaxy Tab,Highly recommend this tablet,5,2023-01-30
4581,Samsung Galaxy Tab,Not bad but not great,3,2023-03-01
4582,Apple iPad,Not bad but not great,3,2023-05-18
4583,Samsung Galaxy Tab,Highly recommend this tablet,5,2023-01-05
4584,OnePlus Pad,Decent features for price,3,2023-04-05
4585,Apple iPad,Very bad battery life,1,2023-04-08
4586,OnePlus Pad,Good but needs improvement,3,2023-01-06
4587,OnePlus Pad,Poor performance and lagging,1,2023-01-05
4588,Apple iPad,Battery life is amazing and lasts long,5,2023-07-27
4589,Samsung Galaxy Tab,Superb design and build quality,4,2023-11-16
4590,OnePlus Pad,Highly recommend this tablet,4,2023-09-06
4591,Apple iPad,Great value for money,4,2023-10-28
4592,Apple iPad,Highly recommend this tablet,5,2023-08-18
4593,OnePlus Pad,Performance is acceptable,3,2023-12-19
4594,Apple iPad,Excellent performance and smooth display,5,2023-02-06
4595,OnePlus Pad,Very bad battery life,2,2023-05-03
4596,OnePlus Pad,Superb design and build quality,5,2023-07-01
4597,Apple iPad,Battery life is amazing and lasts long,5,2023-05-12
4598,OnePlus Pad,Superb design and build quality,5,2023-08-19
4599,Samsung Galaxy Tab,Excellent performance and smooth display,4,2023-12-08
4600,OnePlus Pad,Average product,3,2023-02-18
4601,Samsung Galaxy Tab,Excellent performance and smooth display,4,2023-12-26
4602,Apple iPad,Very fast and user friendly,4,2023-08-26
4603,Apple iPad,Excellent performance and smooth display,4,2023-09-22
4604,Apple iPad,Average product,3,2023-11-09
4605,OnePlus Pad,Average product,3,2023-08-23
4606,OnePlus Pad,Good but needs improvement,3,2023-01-01
4607,Apple iPad,Poor performance and lagging,1,2023-02-19
4608,Apple iPad,Average product,3,2023-10-26
4609,OnePlus Pad,Performance is acceptable,3,2023-09-20
4610,Apple iPad,Very fast and user friendly,4,2023-04-10
4611,Samsung Galaxy Tab,Battery life is amazing and lasts long,5,2023-07-14
4612,OnePlus Pad,Not bad but not great,3,2023-01-07
4613,Samsung Galaxy Tab,Highly recommend this tablet,4,2023-02-13
4614,OnePlus Pad,Great value for money,5,2023-08-10
4615,Samsung Galaxy Tab,Okay for daily use,3,2023-05-07
4616,Apple iPad,Highly recommend this tablet,5,2023-10-15
4617,Samsung Galaxy Tab,Very bad battery life,1,2023-04-30
4618,Apple iPad,Very fast and user friendly,5,2023-10-01
4619,OnePlus Pad,Very fast and user friendly,5,2023-10-08
4620,Samsung Galaxy Tab,Not bad but not great,3,2023-03-28
4621,Samsung Galaxy Tab,Very fast and user friendly,5,2023-12-12
4622,OnePlus Pad,Poor performance and lagging,1,2023-02-16
4623,Samsung Galaxy Tab,Great value for money,5,2023-04-13
4624,Samsung Galaxy Tab,Very fast and user friendly,5,2023-09-20
4625,Apple iPad,Poor performance and lagging,1,2023-07-02
4626,Samsung Galaxy Tab,Heating issues while using,2,2023-08-17
4627,Apple iPad,Not worth the price,1,2023-08-03
4628,Apple iPad,Heating issues while using,2,2023-05-27
4629,OnePlus Pad,Good but needs improvement,3,2023-05-10
4630,Apple iPad,Performance is acceptable,3,2023-03-27
4631,Apple iPad,Average product,3,2023-10-08
4632,Apple iPad,Terrible customer experience,2,2023-03-17
4633,OnePlus Pad,Poor performance and lagging,1,2023-07-04
4634,Samsung Galaxy Tab,Battery life is amazing and lasts long,5,2023-03-10
4635,Apple iPad,Superb design and build quality,4,2023-09-26
4636,OnePlus Pad,Excellent performance and smooth display,4,2023-06-30
4637,Apple iPad,Not bad but not great,3,2023-09-20
4638,Samsung Galaxy Tab,Average product,3,2023-01-27
4639,OnePlus Pad,Good but needs improvement,3,2023-02-10
4640,Apple iPad,Performance is acceptable,3,2023-01-28
4641,Samsung Galaxy Tab,Not worth the price,2,2023-11-11
4642,Samsung Galaxy Tab,Stopped working after few days,1,2023-05-06
4643,Apple iPad,Very bad battery life,1,2023-04-11
4644,Samsung Galaxy Tab,Poor performance and lagging,1,2023-12-29
4645,OnePlus Pad,Not worth the price,1,2023-05-21
4646,Apple iPad,Okay for daily use,3,2023-11-22
4647,OnePlus Pad,Okay for daily use,3,2023-12-11
4648,OnePlus Pad,Poor performance and lagging,1,2023-04-16
4649,Samsung Galaxy Tab,Okay for daily use,3,2023-07-09
4650,Samsung Galaxy Tab,Very bad battery life,1,2023-02-27
4651,OnePlus Pad,Stopped working after few days,1,2023-09-23
4652,OnePlus Pad,Great value for money,5,2023-08-26
4653,Apple iPad,Performance is acceptable,3,2023-11-18
4654,OnePlus Pad,Heating issues while using,2,2023-05-21
4655,OnePlus Pad,Battery life is amazing and lasts long,5,2023-01-20
4656,OnePlus Pad,Not bad but not great,3,2023-05-07
4657,OnePlus Pad,Very fast and user friendly,5,2023-09-19
4658,Samsung Galaxy Tab,Not bad but not great,3,2023-05-17
4659,Samsung Galaxy Tab,Superb design and build quality,4,2023-04-28
4660,Samsung Galaxy Tab,Not bad but not great,3,2023-06-27
4661,OnePlus Pad,Average product,3,2023-06-22
4662,Apple iPad,Not bad but not great,3,2023-09-22
4663,Samsung Galaxy Tab,Terrible customer experience,2,2023-07-05
4664,OnePlus Pad,Highly recommend this tablet,4,2023-05-21
4665,OnePlus Pad,Highly recommend this tablet,5,2023-11-27
4666,Apple iPad,Not bad but not great,3,2023-11-10
4667,Apple iPad,Very fast and user friendly,4,2023-04-22
4668,Apple iPad,Stopped working after few days,2,2023-03-06
4669,Apple iPad,Okay for daily use,3,2023-02-09
4670,Apple iPad,Heating issues while using,2,2023-12-15
4671,Apple iPad,Stopped working after few days,1,2023-10-02
4672,Samsung Galaxy Tab,Terrible customer experience,2,2023-11-29
4673,Apple iPad,Very fast and user friendly,4,2023-12-28
4674,Apple iPad,Not worth the price,1,2023-02-12
4675,Samsung Galaxy Tab,Performance is acceptable,3,2023-11-12
4676,Samsung Galaxy Tab,Heating issues while using,2,2023-07-05
4677,Samsung Galaxy Tab,Great value for money,4,2023-06-01
4678,OnePlus Pad,Poor performance and lagging,1,2023-11-19
4679,Samsung Galaxy Tab,Heating issues while using,1,2023-02-17
4680,OnePlus Pad,Superb design and build quality,5,2023-03-21
4681,Samsung Galaxy Tab,Performance is acceptable,3,2023-09-21
4682,OnePlus Pad,Decent features for price,3,2023-03-30
4683,Samsung Galaxy Tab,Average product,3,2023-09-07
4684,Apple iPad,Heating issues while using,1,2023-11-21
4685,OnePlus Pad,Great value for money,4,2023-04-24
4686,OnePlus Pad,Very bad battery life,2,2023-02-15
4687,Apple iPad,Excellent performance and smooth display,5,2023-09-28
4688,OnePlus Pad,Poor performance and lagging,2,2023-10-17
4689,Apple iPad,Okay for daily use,3,2023-05-24
4690,Samsung Galaxy Tab,Not worth the price,1,2023-09-09
4691,Apple iPad,Not bad but not great,3,2023-12-23
4692,Apple iPad,Performance is acceptable,3,2023-08-09
4693,Apple iPad,Good but needs improvement,3,2023-12-01
4694,Apple iPad,Not bad but not great,3,2023-07-22
4695,OnePlus Pad,Superb design and build quality,4,2023-10-08
4696,OnePlus Pad,Not worth the price,1,2023-08-17
4697,OnePlus Pad,Heating issues while using,1,2023-05-21
4698,Samsung Galaxy Tab,Good but needs improvement,3,2023-11-08
4699,OnePlus Pad,Performance is acceptable,3,2023-12-17
4700,Apple iPad,Not bad but not great,3,2023-11-08
4701,OnePlus Pad,Good but needs improvement,3,2023-01-13
4702,Apple iPad,Great value for money,5,2023-11-20
4703,Apple iPad,Poor performance and lagging,2,2023-10-01
4704,Samsung Galaxy Tab,Decent features for price,3,2023-01-08
4705,Samsung Galaxy Tab,Heating issues while using,2,2023-04-24
4706,Apple iPad,Excellent performance and smooth display,5,2023-11-08
4707,Apple iPad,Highly recommend this tablet,5,2023-12-15
4708,Samsung Galaxy Tab,Battery life is amazing and lasts long,5,2023-04-18
4709,OnePlus Pad,Stopped working after few days,1,2023-04-08
4710,Apple iPad,Highly recommend this tablet,4,2023-02-17
4711,OnePlus Pad,Very fast and user friendly,5,2023-04-25
4712,OnePlus Pad,Superb design and build quality,5,2023-08-27
4713,Samsung Galaxy Tab,Performance is acceptable,3,2023-05-03
4714,OnePlus Pad,Battery life is amazing and lasts long,4,2023-09-10
4715,OnePlus Pad,Great value for money,5,2023-09-12
4716,Samsung Galaxy Tab,Battery life is amazing and lasts long,4,2023-05-22
4717,OnePlus Pad,Not bad but not great,3,2023-04-28
4718,Samsung Galaxy Tab,Average product,3,2023-06-18
4719,OnePlus Pad,Superb design and build quality,5,2023-05-28
4720,OnePlus Pad,Poor performance and lagging,2,2023-06-14
4721,Apple iPad,Highly recommend this tablet,4,2023-10-11
4722,Samsung Galaxy Tab,Performance is acceptable,3,2023-04-22
4723,Samsung Galaxy Tab,Stopped working after few days,2,2023-07-21
4724,OnePlus Pad,Decent features for price,3,2023-07-29
4725,Samsung Galaxy Tab,Superb design and build quality,5,2023-11-26
4726,Apple iPad,Stopped working after few days,2,2023-02-18
4727,OnePlus Pad,Poor performance and lagging,1,2023-01-25
4728,OnePlus Pad,Highly recommend this tablet,5,2023-04-12
4729,Samsung Galaxy Tab,Not worth the price,1,2023-07-08
4730,OnePlus Pad,Great value for money,5,2023-09-06
4731,Apple iPad,Superb design and build quality,5,2023-11-19
4732,OnePlus Pad,Heating issues while using,1,2023-07-28
4733,Samsung Galaxy Tab,Poor performance and lagging,1,2023-12-18
4734,Apple iPad,Terrible customer experience,2,2023-01-09
4735,Apple iPad,Very bad battery life,1,2023-05-05
4736,Apple iPad,Decent features for price,3,2023-03-03
4737,OnePlus Pad,Heating issues while using,1,2023-10-10
4738,OnePlus Pad,Decent features for price,3,2023-06-28
4739,Apple iPad,Very fast and user friendly,5,2023-12-13
4740,OnePlus Pad,Not bad but not great,3,2023-04-10
4741,Samsung Galaxy Tab,Superb design and build quality,5,2023-01-14
4742,Samsung Galaxy Tab,Great value for money,4,2023-01-11
4743,Samsung Galaxy Tab,Highly recommend this tablet,5,2023-04-25
4744,OnePlus Pad,Superb design and build quality,5,2023-10-13
4745,OnePlus Pad,Okay for daily use,3,2023-07-15
4746,Apple iPad,Okay for daily use,3,2023-01-26
4747,Samsung Galaxy Tab,Stopped working after few days,1,2023-11-04
4748,OnePlus Pad,Very fast and user friendly,5,2023-06-11
4749,Apple iPad,Performance is acceptable,3,2023-05-08
4750,OnePlus Pad,Poor performance and lagging,2,2023-03-17
4751,Apple iPad,Battery life is amazing and lasts long,4,2023-05-23
4752,Samsung Galaxy Tab,Performance is acceptable,3,2023-09-08
4753,Apple iPad,Not worth the price,1,2023-03-01
4754,Apple iPad,Performance is acceptable,3,2023-04-15
4755,Samsung Galaxy Tab,Superb design and build quality,5,2023-04-23
4756,Apple iPad,Stopped working after few days,1,2023-10-22
4757,OnePlus Pad,Heating issues while using,1,2023-10-06
4758,Samsung Galaxy Tab,Good but needs improvement,3,2023-10-23
4759,Apple iPad,Battery life is amazing and lasts long,4,2023-01-28
4760,Samsung Galaxy Tab,Heating issues while using,1,2023-01-02
4761,Apple iPad,Great value for money,5,2023-02-04
4762,Samsung Galaxy Tab,Very bad battery life,1,2023-05-03
4763,Apple iPad,Average product,3,2023-03-25
4764,Samsung Galaxy Tab,Heating issues while using,2,2023-11-07
4765,OnePlus Pad,Superb design and build quality,4,2023-07-15
4766,OnePlus Pad,Performance is acceptable,3,2023-07-14
4767,OnePlus Pad,Very bad battery life,2,2023-11-19
4768,Samsung Galaxy Tab,Average product,3,2023-12-23
4769,Apple iPad,Not worth the price,1,2023-11-05
4770,Samsung Galaxy Tab,Decent features for price,3,2023-02-16
4771,OnePlus Pad,Very fast and user friendly,5,2023-11-22
4772,Samsung Galaxy Tab,Terrible customer experience,2,2023-09-01
4773,Apple iPad,Battery life is amazing and lasts long,4,2023-09-21
4774,Apple iPad,Stopped working after few days,2,2023-01-03
4775,Samsung Galaxy Tab,Very bad battery life,1,2023-09-03
4776,OnePlus Pad,Excellent performance and smooth display,4,2023-10-23
4777,OnePlus Pad,Not bad but not great,3,2023-08-20
4778,OnePlus Pad,Superb design and build quality,4,2023-01-17
4779,Apple iPad,Very fast and user friendly,5,2023-07-12
4780,Apple iPad,Excellent performance and smooth display,4,2023-11-13
4781,Samsung Galaxy Tab,Terrible customer experience,1,2023-10-02
